
> womens-cold-plunge@0.0.1 dev
> astro dev

16:13:42 [types] Generated 11ms
16:18:51 [404] /api/placeholder/800/400 0ms
16:18:51 [404] /api/placeholder/800/400 0ms
16:18:51 [404] /api/placeholder/800/400 0ms
16:18:51 [404] /api/placeholder/800/400 0ms
16:18:51 [200] /blog 5ms
16:18:51 [404] /api/placeholder/800/400 0ms
16:18:51 [404] /api/placeholder/800/400 0ms
16:18:51 [404] /api/placeholder/800/400 0ms
16:18:51 [404] /api/placeholder/800/400 0ms
16:18:51 [404] /api/placeholder/800/400 0ms
16:18:51 [404] /api/placeholder/800/400 0ms
16:18:51 [404] /api/placeholder/800/400 0ms
16:18:51 [404] /api/placeholder/800/400 0ms
16:18:52 [200] /blog/menstrual-cycle-symptoms 2ms
16:18:53 [404] /api/placeholder/800/400 1ms
16:18:53 [404] /api/placeholder/800/400 0ms
16:18:54 [404] /api/placeholder/800/400 0ms
16:18:54 [404] /api/placeholder/800/400 0ms
16:18:54 [404] /api/placeholder/800/400 0ms
16:18:54 [404] /api/placeholder/800/400 0ms
16:18:54 [404] /api/placeholder/800/400 0ms
16:18:54 [404] /api/placeholder/800/400 0ms
16:18:55 [200] /blog/menstrual-cycle-symptoms 2ms
16:18:55 [404] /api/placeholder/800/400 0ms
16:18:55 [404] /api/placeholder/800/400 0ms
16:18:56 [404] /api/placeholder/800/400 0ms
16:18:56 [404] /api/placeholder/800/400 0ms
16:18:56 [404] /api/placeholder/800/400 0ms
16:18:56 [404] /api/placeholder/800/400 0ms
16:18:56 [404] /api/placeholder/800/400 0ms
16:18:56 [404] /api/placeholder/800/400 0ms
16:19:06 Configuration file updated. Restarting...
16:19:06 [watch] astro.config.mjs
16:19:06 [types] Generated 12ms
16:19:06 [vite] Re-optimizing dependencies because vite config has changed
16:19:09 [200] /blog 131ms
16:19:09 [200] /blog 132ms
16:19:09 [404] /api/placeholder/400/225 0ms
16:19:09 [404] /api/placeholder/800/400 0ms
16:19:09 [404] /api/placeholder/400/225 0ms
16:19:09 [404] /api/placeholder/800/400 0ms
16:19:09 [404] /api/placeholder/800/400 0ms
16:19:09 [404] /api/placeholder/400/225 0ms
16:19:09 [404] /api/placeholder/800/400 0ms
16:19:09 [404] /api/placeholder/800/400 0ms
16:19:16 [200] /blog 3ms
16:19:16 [404] /api/placeholder/400/225 0ms
16:19:16 [404] /api/placeholder/800/400 0ms
16:19:16 [404] /api/placeholder/400/225 0ms
16:19:16 [404] /api/placeholder/800/400 0ms
16:19:16 [404] /api/placeholder/800/400 0ms
16:19:16 [404] /api/placeholder/400/225 0ms
16:19:16 [404] /api/placeholder/800/400 0ms
16:19:16 [404] /api/placeholder/800/400 0ms
16:19:19 [200] /blog 3ms
16:19:19 [404] /api/placeholder/400/225 0ms
16:19:19 [404] /api/placeholder/800/400 0ms
16:19:19 [404] /api/placeholder/400/225 0ms
16:19:19 [404] /api/placeholder/800/400 0ms
16:19:19 [404] /api/placeholder/800/400 0ms
16:19:19 [404] /api/placeholder/400/225 0ms
16:19:19 [404] /api/placeholder/800/400 0ms
16:19:19 [404] /api/placeholder/800/400 0ms
16:19:31 [200] /blog 3ms
16:19:31 [404] /api/placeholder/400/225 0ms
16:19:31 [404] /api/placeholder/800/400 0ms
16:19:31 [404] /api/placeholder/400/225 0ms
16:19:31 [404] /api/placeholder/800/400 0ms
16:19:31 [404] /api/placeholder/800/400 0ms
16:19:31 [404] /api/placeholder/400/225 0ms
16:19:32 [404] /api/placeholder/800/400 0ms
16:19:32 [404] /api/placeholder/800/400 0ms
16:19:32 [200] /blog 4ms
16:19:32 [404] /api/placeholder/400/225 0ms
16:19:32 [404] /api/placeholder/800/400 0ms
16:19:32 [404] /api/placeholder/400/225 0ms
16:19:32 [404] /api/placeholder/800/400 0ms
16:19:32 [404] /api/placeholder/800/400 0ms
16:19:32 [404] /api/placeholder/400/225 0ms
16:19:32 [404] /api/placeholder/800/400 0ms
16:19:32 [404] /api/placeholder/800/400 0ms
16:19:33 [200] /blog 3ms
16:19:33 [404] /api/placeholder/400/225 0ms
16:19:33 [404] /api/placeholder/800/400 0ms
16:19:33 [404] /api/placeholder/400/225 0ms
16:19:33 [404] /api/placeholder/800/400 0ms
16:19:33 [404] /api/placeholder/800/400 0ms
16:19:33 [404] /api/placeholder/400/225 0ms
16:19:33 [404] /api/placeholder/800/400 0ms
16:19:33 [404] /api/placeholder/800/400 0ms
16:19:33 [200] /blog 3ms
16:19:33 [404] /api/placeholder/400/225 0ms
16:19:33 [404] /api/placeholder/800/400 0ms
16:19:33 [404] /api/placeholder/400/225 0ms
16:19:33 [404] /api/placeholder/800/400 0ms
16:19:33 [404] /api/placeholder/800/400 0ms
16:19:33 [404] /api/placeholder/400/225 0ms
16:19:33 [404] /api/placeholder/800/400 0ms
16:19:33 [404] /api/placeholder/800/400 0ms
16:19:33 [200] /blog 3ms
16:19:33 [404] /api/placeholder/400/225 0ms
16:19:33 [404] /api/placeholder/800/400 0ms
16:19:33 [404] /api/placeholder/400/225 0ms
16:19:33 [404] /api/placeholder/800/400 0ms
16:19:33 [404] /api/placeholder/800/400 0ms
16:19:33 [404] /api/placeholder/400/225 0ms
16:19:33 [404] /api/placeholder/800/400 0ms
16:19:33 [404] /api/placeholder/800/400 0ms
16:19:33 [200] /blog 3ms
16:19:34 [404] /api/placeholder/400/225 0ms
16:19:34 [404] /api/placeholder/800/400 0ms
16:19:34 [404] /api/placeholder/400/225 0ms
16:19:34 [404] /api/placeholder/800/400 0ms
16:19:34 [404] /api/placeholder/800/400 0ms
16:19:34 [404] /api/placeholder/400/225 0ms
16:19:34 [404] /api/placeholder/800/400 0ms
16:19:34 [404] /api/placeholder/800/400 0ms
16:19:34 [200] /blog 3ms
16:19:34 [404] /api/placeholder/400/225 0ms
16:19:34 [404] /api/placeholder/800/400 0ms
16:19:34 [404] /api/placeholder/400/225 0ms
16:19:34 [404] /api/placeholder/800/400 0ms
16:19:34 [404] /api/placeholder/800/400 0ms
16:19:34 [404] /api/placeholder/400/225 0ms
16:19:34 [404] /api/placeholder/800/400 0ms
16:19:34 [404] /api/placeholder/800/400 0ms
16:19:34 [200] /blog 3ms
16:19:34 [404] /api/placeholder/400/225 0ms
16:19:34 [404] /api/placeholder/800/400 0ms
16:19:34 [404] /api/placeholder/400/225 0ms
16:19:34 [404] /api/placeholder/800/400 0ms
16:19:34 [404] /api/placeholder/800/400 0ms
16:19:34 [404] /api/placeholder/400/225 0ms
16:19:34 [404] /api/placeholder/800/400 0ms
16:19:34 [404] /api/placeholder/800/400 0ms
16:19:35 [200] /blog 3ms
16:19:35 [404] /api/placeholder/400/225 0ms
16:19:35 [404] /api/placeholder/800/400 0ms
16:19:35 [404] /api/placeholder/400/225 0ms
16:19:35 [404] /api/placeholder/800/400 0ms
16:19:35 [404] /api/placeholder/800/400 0ms
16:19:35 [404] /api/placeholder/400/225 0ms
16:19:35 [404] /api/placeholder/800/400 0ms
16:19:35 [404] /api/placeholder/800/400 0ms
16:19:35 [200] /blog 3ms
16:19:35 [404] /api/placeholder/400/225 0ms
16:19:35 [404] /api/placeholder/800/400 0ms
16:19:35 [404] /api/placeholder/400/225 0ms
16:19:35 [404] /api/placeholder/800/400 0ms
16:19:35 [404] /api/placeholder/800/400 0ms
16:19:35 [404] /api/placeholder/400/225 0ms
16:19:35 [404] /api/placeholder/800/400 0ms
16:19:35 [404] /api/placeholder/800/400 0ms
16:19:35 [200] /blog 3ms
16:19:35 [404] /api/placeholder/400/225 0ms
16:19:35 [404] /api/placeholder/800/400 0ms
16:19:36 [404] /api/placeholder/400/225 0ms
16:19:36 [404] /api/placeholder/800/400 0ms
16:19:36 [404] /api/placeholder/800/400 0ms
16:19:36 [404] /api/placeholder/400/225 0ms
16:19:36 [404] /api/placeholder/800/400 0ms
16:19:36 [404] /api/placeholder/800/400 0ms
16:19:36 [200] /blog 3ms
16:19:36 [404] /api/placeholder/400/225 0ms
16:19:36 [404] /api/placeholder/800/400 0ms
16:19:36 [404] /api/placeholder/400/225 0ms
16:19:36 [404] /api/placeholder/800/400 0ms
16:19:36 [404] /api/placeholder/800/400 0ms
16:19:36 [404] /api/placeholder/400/225 0ms
16:19:36 [404] /api/placeholder/800/400 0ms
16:19:36 [404] /api/placeholder/800/400 0ms
16:19:36 [200] /blog 3ms
16:19:36 [404] /api/placeholder/400/225 0ms
16:19:36 [404] /api/placeholder/800/400 0ms
16:19:36 [404] /api/placeholder/400/225 0ms
16:19:36 [404] /api/placeholder/800/400 0ms
16:19:36 [404] /api/placeholder/800/400 0ms
16:19:36 [404] /api/placeholder/400/225 0ms
16:19:36 [404] /api/placeholder/800/400 0ms
16:19:36 [404] /api/placeholder/800/400 0ms
16:19:37 [200] /blog 3ms
16:19:37 [404] /api/placeholder/400/225 0ms
16:19:37 [404] /api/placeholder/800/400 0ms
16:19:37 [404] /api/placeholder/400/225 0ms
16:19:37 [404] /api/placeholder/800/400 0ms
16:19:37 [404] /api/placeholder/800/400 0ms
16:19:37 [404] /api/placeholder/400/225 0ms
16:19:37 [404] /api/placeholder/800/400 0ms
16:19:37 [404] /api/placeholder/800/400 0ms
16:19:37 [200] /blog 3ms
16:19:37 [404] /api/placeholder/400/225 0ms
16:19:37 [404] /api/placeholder/800/400 0ms
16:19:37 [404] /api/placeholder/400/225 0ms
16:19:37 [404] /api/placeholder/800/400 0ms
16:19:37 [404] /api/placeholder/800/400 0ms
16:19:37 [404] /api/placeholder/400/225 0ms
16:19:37 [404] /api/placeholder/800/400 0ms
16:19:37 [404] /api/placeholder/800/400 0ms
16:19:37 [200] /blog 3ms
16:19:37 [404] /api/placeholder/400/225 0ms
16:19:37 [404] /api/placeholder/800/400 0ms
16:19:37 [404] /api/placeholder/400/225 0ms
16:19:37 [404] /api/placeholder/800/400 0ms
16:19:37 [404] /api/placeholder/800/400 0ms
16:19:37 [404] /api/placeholder/400/225 0ms
16:19:37 [404] /api/placeholder/800/400 0ms
16:19:37 [404] /api/placeholder/800/400 0ms
16:19:46 [200] /blog 3ms
16:19:46 [404] /api/placeholder/400/225 0ms
16:19:46 [404] /api/placeholder/800/400 0ms
16:19:46 [404] /api/placeholder/400/225 0ms
16:19:46 [404] /api/placeholder/800/400 0ms
16:19:46 [404] /api/placeholder/800/400 0ms
16:19:46 [404] /api/placeholder/400/225 0ms
16:19:46 [404] /api/placeholder/800/400 0ms
16:19:46 [404] /api/placeholder/800/400 0ms
